,author,date,n_likes,n_reposts,with_photo,is_repost?,text,T,Po,U,DD,Ff,N,VV,Td
70,dying,2015-08-15,558,6,False,False,каждый карина должный свой влад каждый влада должный свой карина,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
71,dying,2015-08-15,878,22,False,False,каждый ира должный свой даша каждый даша должный свой ира,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
72,dying,2015-08-15,1783,28,False,False,любить друг друг убивать,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
73,dying,2015-08-15,1969,55,True,False,мочь взять убегать бросать весь попросить убегать вместе,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
74,dying,2015-08-15,3150,124,False,False,класс это столица школа класс гангстер класс учиться элита учитель бояться класс кроме класс холоп отличник вести гопот класс некоторые мочь приходить бухой урок,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
75,dying,2015-08-15,1440,22,False,False,друг,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
76,dying,2015-08-15,2800,72,False,False,мечтать прочитывать твой мысль узнавать,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
77,dying,2015-08-15,1501,94,False,False,почему дружить добавлять стена 1 интересный 2 веселый 3 супер 4 мочь 5 любить 6 хороший подруга 7 привлекательный,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
78,dying,2015-08-15,3100,41,False,False,душа пиздец спасибо мальчик,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
79,dying,2015-08-15,1805,35,False,False,делать хотеться равный осуждать конец жизнь,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
80,dying,2015-08-15,912,37,False,False,каждый диана красивый заботливый добрый нежный милый очаровательный душевный незабываемый ангельский веселый энергичный чудесный романтичный симпатичный единственный ласковый желанный предсказуемый загадочный интриговать хороший скромный понимать улыбчивый честный обаятельный целеустремленный дивный женственный,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
81,dying,2015-08-15,2205,43,False,False,шрам смеяться ранить,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
82,dying,2015-08-15,964,21,False,False,каждый аля бандитка ама хасл ама ама хасл,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
83,dying,2015-08-15,1672,35,False,False,хотеть кто-нибудь смотреть смотреть шоколадный торт,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
84,dying,2015-08-15,2063,39,False,False,нужный далеко,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
85,dying,2015-08-15,1609,68,False,False,лето это 3 месяц учебник 92 день свобода 2 208 час счастие 133 480 минута блаженство,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
86,dying,2015-08-15,2365,22,False,False,хотеть вместо контрольный нарисовать хуй тетрадка,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
87,dying,2015-08-15,1750,39,False,False,п з т е м е н н,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
88,dying,2015-08-15,1669,31,False,False,безумно захотеться кто-то садиться рядом сказать понимать действительно понимать почему поступать иначе почему просто понимать это важный,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
89,dying,2015-08-15,1662,31,False,False,лето нужно гулять даша,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
90,dying,2015-08-15,2606,40,False,False,холодно обнимать батарея,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
91,dying,2015-08-15,2464,58,False,False,катя,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
92,dying,2015-08-15,1443,21,False,False,приходить ко чай,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
93,dying,2015-08-15,2372,38,False,False,кристина обижать нужно любить,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
94,dying,2015-08-15,2509,53,False,False,милый красивый очаровательный девушка парень сдыхать счастие,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
95,dying,2015-08-15,1514,36,False,False,голова утро ночь,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
96,dying,2015-08-15,720,29,False,False,забирать стена самый крутой сумасшедший лето прочитывать проигнорировать скучный самый плохой лето,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
97,dying,2015-08-15,1839,40,False,False,хотеть норма друг,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
98,dying,2015-08-15,1354,37,False,False,человек встреча который начинать сильно биться сердце каждый подумать особенный человек,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
99,dying,2015-08-15,1227,39,False,False,каждый настя бандитка ама хасл ама ама хасл,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
100,dying,2015-08-15,1355,9,False,False,трахать рак сука,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
101,dying,2015-08-15,1330,53,False,False,"почему человек считать иметь право разрушать чужой жизнь уходить обижать звонить бросать ветер слово ... бог решать мучиться жить счастливо сказать « любить », добрый любить последний вздох сказать « обещать », разбиваться лепешка сдерживать обещание произносить « отпускать », сделать оставаться противный случай смысл жить каждый ваш слово равноценный ноль иметь значение",19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
102,dying,2015-08-15,667,18,False,False,каждый алена красивый умненький заботливый привлекательный добрый нежный милый очаровательный обворожительный душевный незабываемый неотразимый шикарный божественный завораживать ангельский кокетливый веселый энергичный чудесный романтичный симпатичный единственный ласковый сладенький желанный непредсказуемый загадочный интриговать хороший скромный понимающий заманчивый улыбчивый зажигательный честный обаятельный целеустремленный дивный женственный,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
103,dying,2015-08-15,2073,14,False,False,фото пиздатый чик жизнь должанский,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
104,dying,2015-08-15,1288,10,True,False,покупать книга называть милая,19.5,747.1,47.0,"Ветер, дующий с северо-запада",2.0,5.0,10.0,7.7
105,dying,2015-08-14,1355,33,False,False,почему грустный вика скучать,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
106,dying,2015-08-14,658,19,False,False,каждый марина должный свой настя,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
107,dying,2015-08-14,1044,5,False,False,винишко наливать ка малый лиля,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
108,dying,2015-08-14,833,1,False,False,ева четкий поп хусейн 5 год,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
109,dying,2015-08-14,1643,39,False,False,серо-голубой глазок маленький рост пушлый щечка прекрасный сочетание,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
110,dying,2015-08-14,764,19,False,False,каждый катя должный свой вика,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
111,dying,2015-08-14,1260,26,False,False,сентябрь приближаться ко,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
112,dying,2015-08-14,379,2,True,False,▼ нажимать поцелуйчик вскоре влюбляться нажимать,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
113,dying,2015-08-14,95,5,False,True,AppToday это необходимо скачать 12 авг 2015 12 49,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
114,dying,2015-08-14,1976,43,False,False,зеленый глаз русый волос маленький рост идеальный сочетание,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
115,dying,2015-08-14,1498,17,False,False,где-то прилавок магазин скучать алкоголь,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
116,dying,2015-08-14,1834,34,False,False,ребенок хотеть взрослый взрослый хотеть ребенок подросток хотеть вообще,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
117,dying,2015-08-14,87,0,True,True,DELETED 5 авг 2015 9 04,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
118,dying,2015-08-14,1335,27,False,False,кажется забывать рано поздно вспоминать заново,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
119,dying,2015-08-14,1021,17,False,False,каждый должный свой марина,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
120,dying,2015-08-14,1649,25,False,False,завтра,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
121,dying,2015-08-14,698,14,False,False,оптимизм жажда жизнь положительный настрой попробовать сука расстраивать,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
122,dying,2015-08-14,1873,76,False,False,парень заметка девушка 1 злой уходить идти 2 внимательно смотреть твой губа поцелуй 3 отталкивать держать отпускать 4 обзывать целовать говорить любить 5 злой сказать очень милый 6 тихий спрашивать 7 игнорировать привлекать внимание 8 показывать плохой сторона говорить красивый 9 видеть начинать плакать обнимать оставлять планета 10 класть свой голова твой плечо опускаться поцелуй 11 говорить нравиться самый дело хотеть сказать 12 рассказывать секрет хранить 13 смотреть глаз опускать пока это сделать 14 скучать больно 15 « ломать » сердце боль обида проходить 16 говорить кончаться хотеть ... 17 взять рука мгновение важно .) показывать,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
123,dying,2015-08-14,1660,36,False,False,говорить никак мочь забывать человек нужный,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
124,dying,2015-08-14,969,9,False,False,успокаивать свой объятие,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
125,dying,2015-08-14,2201,50,False,False,весь мир жизнь мама,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
126,dying,2015-08-14,1108,22,False,False,сначала человек говорить мочь друг друг знать друг друг хотеть,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
127,dying,2015-08-14,1187,23,False,False,представлять сильно хотеть поговорить,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
128,dying,2015-08-14,1176,17,False,False,почему грустный катя соскучиться,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
129,dying,2015-08-14,1111,29,True,False,первый любовь самый сильный помнить конец жизнь,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
130,dying,2015-08-14,1013,6,False,False,го бегать голый крыша курить,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
131,dying,2015-08-14,701,11,False,False,скучать соня,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
132,dying,2015-08-14,1133,20,False,False,"вопрос дело просто отвечать нормально услышать ясно "", рассказывать услышать понятно",18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
133,dying,2015-08-14,923,6,False,False,пидар пидар пидар пидар пидар пидар пидар,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
134,dying,2015-08-14,1165,9,False,False,ой это быстро пролетать это лето оно каждый год пролетать,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
135,dying,2015-08-14,1006,15,False,False,обижаться человек просто менять мнение вытаскивать человек грязь вытаскивать грязь человек,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
136,dying,2015-08-14,1170,21,False,False,удаль забывать,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
137,dying,2015-08-14,1406,25,False,False,гулять телефон это,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
138,dying,2015-08-14,978,15,False,False,самый ужасный это действительно нужный поддержка сидеть телефон рука знать чей номер набирать,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
139,dying,2015-08-14,1120,16,False,False,слишком стремный счастие,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
140,dying,2015-08-14,1171,36,False,False,человек убивать четыре способ 1 санта лючия санта лючия 2 боже мама мама сходить ум 3 это шутка встречаться маршрутка 4 э слышь че дерзкий,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
141,dying,2015-08-14,630,6,False,False,пусть лето интернет,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
142,dying,2015-08-14,944,9,False,False,обидно чмо,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
143,dying,2015-08-14,2002,42,False,False,карий глаз темный волос маленький рост великолепный сочетание,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
144,dying,2015-08-14,1252,18,True,False,чувство,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
145,dying,2015-08-14,1861,22,False,False,нравиться парень который намного высоко приятно пахнуть великолепно обниматься,18.8,749.9,46.0,"Ветер, дующий с северо-северо-запада",3.0,5.0,10.0,6.9
146,dying,2015-08-13,234,1,True,False,жать принцесск смотреть получаться,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
147,dying,2015-08-13,1325,12,False,False,таить вид,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
148,dying,2015-08-13,956,8,False,False,самый жизнь который смотреть фильм читать книга,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
149,dying,2015-08-13,432,28,False,False,репост бояться смочь отвечать весь вопрос правильный купить шоколадка 1 фамилия 2 имя 3 отчество 4 любимый цвет 5 любимый песня 6 любимая шоколадка 7 любимый напиток 8 сколько год 9 любимый фильм 10 хороший подруга детство 11 цвет глаз 12 любимый мультфильм 13 любимый цветок 14 любимый урок,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
150,dying,2015-08-13,795,0,True,False,лайк,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
151,dying,2015-08-13,1216,24,False,False,знать это ничто интересно кроме человек весь плевать единственный крутиться голова это мысль человек,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
152,dying,2015-08-13,1226,22,False,False,хороший подруга запоминать упасть подымать заканчивать ржать,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
153,dying,2015-08-13,1040,13,False,False,отпускать мочь уебывать нахуй,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
154,dying,2015-08-13,879,18,False,False,обещать обещать сделать,27.2,748.9,40.0,"Ветер, дующий с юго-запада",1.0,2.0,10.0,12.6
