,author,date,text,n_likes,n_reposts,with_photo,is_repost?
144,dying,14 авг 2015,"пидара тут, пидара там, пидара пидара пидара пидара пидара",923,6,False,False
145,dying,14 авг 2015,"– ой, а что это такое так быстро пролетает?
– а, это лето. оно тут каждый год пролетает.",1165,9,False,False
146,dying,14 авг 2015,"Я не обижаюсь на людей, я просто меняю о них мнение. Можно вытащить человека из грязи, но нельзя вытащить грязь из человека",1006,15,False,False
147,dying,14 авг 2015,удали и забудь,1170,21,False,False
148,dying,14 авг 2015,"я всегда гуляю с ним
ДА ТЕЛЕФОН ЭТО О ТЕБЕ",1406,25,False,False
149,dying,14 авг 2015,"cамое ужасное - это когда действительно нужна поддержка, а ты сидишь с телефоном в руке и не знаешь, чей номер набрать.",978,15,False,False
150,dying,14 авг 2015,я слишком стрёмная для счастья,1120,16,False,False
151,dying,14 авг 2015,"человека можно убить четырьмя способами:

1. Санта Лючия, Санта Лючия
2. О, Боже, мама мама я схожу с ума
3. Это не шутки мы встретились в маршрутке
4. Э, слышь, ты че такая дерзкая",1171,36,False,False
152,dying,14 авг 2015,"Пусть это лето, будет без интернета.",630,6,False,False
153,dying,14 авг 2015,"мне так обидно, что ты такое чмо",944,9,False,False
154,dying,14 авг 2015,"Карие глаза
Тёмные волосы
Маленький рост
Великолепное сочетание",2002,42,False,False
155,dying,14 авг 2015,мои чувства,1252,18,True,False
156,dying,14 авг 2015,"— мне нравятся парни, которые намного выше меня, приятно пахнут и великолепно обнимаются.",1861,22,False,False
157,dying,13 авг 2015,"Жми на принцесску - и смотри, что получится",234,1,True,False
158,dying,13 авг 2015,таю при виде тебя,1325,12,False,False
159,dying,13 авг 2015,"Где та самая жизнь,
о которой я смотрю фильмы и читаю книги?",956,8,False,False
160,dying,13 авг 2015,"Репост, если не боишься!

Кто сможет ответить на все вопросы правильно, тому куплю шоколадку

1. Моя фамилия
2. Мое имя
3. Мое отчество
4. Мой любимый цвет
5. Моя любимая песня
6. Моя любимая шоколадка
7. Мой любимый напиток
8. Сколько мне лет
9. Мой любимый фильм
10. Моя лучшая подруга детства
11. Цвет моих глаз
12. Мой любимый мультфильм
13. Мой любимый цветок
14. Мой любимый урок",432,28,False,False
161,dying,13 авг 2015,Лайк,795,0,True,False
162,dying,13 авг 2015,"И лучше вам не знать, как это.
Когда тебе ничего не интересно, кроме одного человека.
Когда тебя на все плевать, и единственное, что крутится в голове,
это мысли об этом человеке",1216,24,False,False
163,dying,13 авг 2015,"Мы лучшие подруги. Запомни, если ты упала я всегда подниму тебя. ПОСЛЕ ТОГО, КАК ЗАКОНЧУ РЖАТЬ",1226,22,False,False
164,dying,13 авг 2015,"отпускаю, можешь уебывать нахуй.",1040,13,False,False
165,dying,13 авг 2015,"Лучше не обещать, чем обещать и не сделать.",879,18,False,False
166,dying,13 авг 2015,"Живёшь, живёшь и вдруг в твоей жизни появляется Полина",579,9,False,False
167,dying,13 авг 2015,не забуду твои поцелуи,988,15,False,False
168,dying,13 авг 2015,"Нельзя быть хорошим
для всех. Пора бы уже
это запомнить и жить
в свое удовольствие.",735,21,False,False
169,dying,13 авг 2015,"Любите Катю
Кормите Катю
Пишите Кате
Гуляйте с Катей
Цените Кате
Обнимайте Катю
Берегите Катю",1155,29,False,False
170,dying,13 авг 2015,го сопьёмся,1475,13,False,False
171,dying,13 авг 2015,"Что ни делaется, вce к лучшeму.
Было хоpoшо - бyдет ещё лyчше.",777,6,False,False
172,dying,13 авг 2015,"Я была адекватной, пока не встретила Катю",823,19,False,False
173,dying,13 авг 2015,будь всем для меня,740,7,False,False
174,dying,13 авг 2015,"вы близко, но не близкие.",839,5,False,False
175,dying,13 авг 2015,Лето нужно проводить с Лизой,617,15,False,False
176,dying,13 авг 2015,ты оказался таким уебком,1021,10,False,False
177,dying,13 авг 2015,"Запомни мое пророчество:
Когда-нибудь, как во сне,
Страдая от одиночества,
Ты снова придешь ко мне.

Э. Асадов",905,13,False,False
178,dying,13 авг 2015,"Я была адекватной, пока не встретила Настю",1111,22,False,False
179,dying,13 авг 2015,"будешь лезть к нему, я тебя вскрою",1617,20,False,False
180,dying,13 авг 2015,"Почему ты сразу не мог сказать""Не привыкай ко мне, ты мне не очень нужна""",1261,13,False,False
181,dying,13 авг 2015,"У всех любовь, а у меня есть Даша",875,17,False,False
182,dying,13 авг 2015,"ты хотел просто дружить.
а я влюбилась",1273,23,False,False
183,dying,13 авг 2015,,756,21,True,False
184,dying,13 авг 2015,"Когда Карина рядом, враги ложатся градом",879,13,False,False
185,dying,13 авг 2015,"мама, мы взрослеем,
нам становится так больно",1161,16,False,False
186,dying,13 авг 2015,"Экзамены через 2 недели. Отсчет пошел, тунеядцы.",443,2,False,False
187,dying,13 авг 2015,"Д - добрая
А - артистичная
Ш - шикарная
А - афигенная",575,17,False,False
188,dying,13 авг 2015,Люблю пьяненьких мальчиков,963,9,False,False
189,dying,13 авг 2015,"О, это чувство когда ты почти забыл человека, а он взял и написал тебе.

ЗАЧЕМ ТЫ ЭТО СДЕЛАЛ?",1127,14,False,False
190,dying,13 авг 2015,Каждая Яна - фея,489,12,False,False
191,dying,13 авг 2015,У каждой Насти должна быть своя Ира,485,14,False,False
192,dying,13 авг 2015,"Не обижайте Риту, она хорошая",815,13,False,False
193,dying,13 авг 2015,"- По кому ты скучаешь?
- По Максу",1169,17,False,False
194,dying,13 авг 2015,"Славик это:
Лучший друг
Братан
Опасный парень
Идеальный мужчина
Реальный пацан
Самый лучший человек на свете",558,9,False,False
195,dying,12 авг 2015,"Может быть, мы когда-нибудь с тобой увидимся, и ты улыбнешься мне при встрече. Ведь я знаю, что ты не забудешь как и я, как нам было хорошо вдвоем, как веселились и не хотели уходить по домам. Как просто хотели быть вместе, а потом бац, и все закончилось.",1127,22,False,False
196,dying,12 авг 2015,"девиз по жизни: ""пиз*ец конечно, но погнали""",1301,24,False,False
197,dying,12 авг 2015,"Каждая Диана:

Красивая умненькая заботливая привлекательная, добрая нежная милая очаровательная обворожительная душевная незабываемая неотразимая шикарная божественная завораживающая ангельская кокетливая весёлая энергичная чудесная романтичная симпатичная единственная ласковая сладенькая желанная непредсказуемая загадочная интригующая лучшая скромная понимающая заманчивая улыбчивая зажигательная честная обаятельная целеустремлённая дивная женственная.",379,8,False,False
198,dying,12 авг 2015,"Любовь такая непредсказуемая штука.
Ты можешь всю жизнь ходить мимо одного и того же человека и не замечать его,
а завтра ты будешь боятся отпускать его руку.",938,19,False,False
199,dying,12 авг 2015,"Если человек пишет тебе на ночь, он думает о тебе перед сном — цени это.",1066,17,False,False
200,dying,12 авг 2015,"ночь
наушники
мечты",2293,35,False,False
201,dying,12 авг 2015,"они пустые, от них нет мурашек по коже, они звонят, а мне всё равно, я с лёгкостью могу не ответить, они пишут, что я снилась 2 ночи подряд, а я отправляю смайлик в ответ. понимаешь?",839,11,False,False
202,dying,12 авг 2015,Бывают дни - которые хочется поставить на повтор.,1176,18,False,False
203,dying,12 авг 2015,ТЫ знаешь кто прекрасен? Прочитай первое словo,901,26,False,False
204,dying,12 авг 2015,"Каждому причитается столько счастья
Сколько сам в силах подарить ..",569,3,False,False
205,dying,12 авг 2015,"Вроде свободен, но не один, вроде в поиске, но не в активном, вроде нашел, но еще не моя.",544,8,False,False
206,dying,12 авг 2015,"- По кому ты скучаешь?
- По Саше",1573,24,False,False
207,dying,12 авг 2015,"даже когда мне делают невероятно болезненные вещи, я продолжаю верить, что у человека есть причина, по которой он себя так ведет.",784,7,False,False
208,dying,12 авг 2015,"Не бросайте слова на ветер, погода переменчива, всегда есть вероятность того, что через некоторое время направление ветра изменится, и именно ваши слова собьют вас с ног.",528,9,False,False
209,dying,12 авг 2015,"*ночь*
""A не пойти ли мне спать?"", - подумал я.
""A не пойти!"" - ответил мне интернет.",883,18,False,False
210,dying,12 авг 2015,"счастье в простых незабываемых моментах.
главное открыться.
живя в мире, в котором все куда-то постоянно спешат, иногда просто важно остановиться и насладиться моментом",392,2,False,False
211,dying,12 авг 2015,,756,9,True,False
212,dying,12 авг 2015,"- Кто твоя лучшая подруга?
- Даша",673,10,False,False
213,dying,12 авг 2015,"ты жалуешься на одиночество, хотя сам не подпускаешь к себе людей.",635,3,False,False
214,dying,12 авг 2015,"Молчи. Молчи о боли. О проблемах. О тайнах. О страхах. О том, что рвет изнутри. Молчи. Иначе будут давить. Бить. Сыпать соль на твои раны. Молчи. Всем похер. Всем неважно. Так проще.",1002,18,False,False
215,dying,12 авг 2015,"Она - весь мир для меня.
Она - моя жизнь.
Она - моя Мама.",1306,26,False,False
216,dying,12 авг 2015,"запомни одну вещь, надоедают быстро те, которые орут ""люблюнемогу""",840,6,False,False
217,dying,12 авг 2015,"Музыка – это следы, по которым можно вернутся в разное время жизни.",790,22,False,False
218,dying,12 авг 2015,"Девушки, у которых чистые ноги, без единого синяка и укуса комара, без царапин и шрамов на коленях, как вы развлекаетесь вообще?",1516,21,False,False
219,dying,12 авг 2015,"сейчас так модно - благодарить за вранье и обижаться, когда тебе говорят правду.",677,10,False,False
220,dying,12 авг 2015,"Никогда не лги тому, кто тебе доверяет. Никогда не доверяй тому, кто тебе солгал...",715,1,False,False
221,dying,12 авг 2015,У каждого должна быть своя Ксюша,882,15,False,False
222,dying,12 авг 2015,"Короче, мне плевать, что люди обо мне думают.",960,15,False,False
223,dying,12 авг 2015,"Мне проще общаться с человеком наедине,
потому что только наедине он становится человеком.",844,8,False,False
224,dying,12 авг 2015,Каждая Марина принцесска,404,6,False,False
225,dying,12 авг 2015,"не говори ему, те же слова, что говорила мне",492,1,False,False
226,dying,12 авг 2015,"На внешность не смотри, возраст не снаружи, а внутри.",740,12,False,False
227,dying,12 авг 2015,"Подруга - это святое! Особенно, если её зовут Леся",314,7,False,False
228,dying,12 авг 2015,"Блин, бывает же так, ненавидишь какого нибудь человека, отталкиваешь его от себя, а через некоторое время понимаешь что его не хватает((((",669,5,False,False
229,dying,12 авг 2015,"И даже если весь мир отвернется от тебя, я возьму твою руку и мы уйдем вместе",558,9,False,False
230,dying,12 авг 2015,"История о злой Алине:
- Алин, ты добрая?
- Нет",754,13,False,False
231,dying,12 авг 2015,"Только имея ребенка, ты понимаешь, что есть жизнь, которая дороже собственной",644,13,True,False
232,dying,12 авг 2015,"Встретить бы рассвет с тем, кто в голове ночью.",957,13,False,False
233,dying,12 авг 2015,"Я посвящаю этот пост моей лучшей подруге:
СПАСИБО, ЧТО ТЕРПИШЬ МЕНЯ!",956,31,False,False
234,dying,12 авг 2015,"Ты причина, из-за которой мои эмоции бушуют. Ты сводишь меня с ума. Ты ураган моей боли.",641,7,False,False
235,dying,12 авг 2015,"Пpaвдa - этo тaкaя штyка, кoтopyю xoчeтcя знaть, но в кoтopyю нe xoчeтcя вeрить.",729,14,False,False
236,dying,12 авг 2015,У каждого должна быть своя Арина,531,13,False,False
237,dying,12 авг 2015,Любой плохой день можно исправить одним хорошим человеком,810,11,False,False
238,dying,11 авг 2015,"Только Мама носит нас: 9 месяцев в животе, до 3-х лет на руках и всю жизнь в своем сердце...",1243,20,True,False
239,dying,11 авг 2015,"- Кто твоя лучшая подруга?
- Оля",596,7,False,False
240,dying,11 авг 2015,"DELETED
5 авг 2015 в 9:04",81,0,True,True
241,dying,11 авг 2015,"Я тот тип людей, которым нравится быть в одиночестве. Мне нравится ходить домой в одиночестве, слушая музыку. Мне нравится оставаться дома одному в пятницу ночью. Мне просто нравится тишина. Но мне не нравится быть в одиночестве долгое время. Мне не нравится быть в одиночестве до того момента, когда плохие мысли берут надо мной верх. Думаю, я пытаюсь сказать, что мне нравится быть в одиночестве, но не нравится быть одиноким.",717,14,False,False
